state,year,county_status,county_coverage_pct,county_source,district_status,district_source,notes
OHIO,1998,none,0,,good,America Votes,"DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2000,full,1,oh,good,America Votes,"DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2002,full,1,oh,good,America Votes,"DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2004,none,0,,good,America Votes,"DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2006,full,1,oh,good,America Votes,"DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2008,full,1,oh,good,America Votes,"DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2010,none,0,,good,America Votes,"DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2012,full,1,oh,unreliable,"America Votes (unreliable, excluded)","DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2014,full,1,oh,unreliable,"America Votes (unreliable, excluded)","DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2016,full,1,MEDSL precinct,none,,"DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2018,full,1,MEDSL precinct,none,,"DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2020,full,1,MEDSL precinct,none,,"DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2022,full,1,MEDSL precinct,none,,"DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OHIO,2024,full,1,MEDSL precinct,none,,"DONE 2000,2002,2006,2008,2012,2014 via OpenElections (github.com/openelections/openelections-data-oh) -- see 01l_house_county_ohio.R. Office label and party format both vary every year (6 different layouts across 6 years) but no pseudo-total row in any of them. 2004 NOT included: OE's OH repo has no general-election file at all for that year (only a primary). 2010 NOT included: that year's file has no party column at all, just candidate names -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet. (Separately: ohiosos.gov itself returned a maintenance/Cloudflare page when checked earlier -- may be temporary, not the blocker here since OpenElections sidesteps it anyway.)"
OKLAHOMA,1990,none,0,,none,,
OKLAHOMA,1992,none,0,,good,America Votes,
OKLAHOMA,1994,full,1,ok_pdfs,good,America Votes,
OKLAHOMA,1996,none,0,,good,America Votes,
OKLAHOMA,1998,none,0,,good,America Votes,
OKLAHOMA,2000,full,1,ok_pdfs,good,America Votes,
OKLAHOMA,2002,full,1,ok_pdfs,good,America Votes,
OKLAHOMA,2004,full,1,ok,good,America Votes,
OKLAHOMA,2006,full,1,ok_pdfs,good,America Votes,
OKLAHOMA,2008,full,1,ok,good,America Votes,
OKLAHOMA,2010,partial,0.818,ok; ok_pdfs,good,America Votes,
OKLAHOMA,2012,full,1,ok,unreliable,"America Votes (unreliable, excluded)",
OKLAHOMA,2014,partial,0.961,ok,unreliable,"America Votes (unreliable, excluded)",
OKLAHOMA,2016,partial,0.961,MEDSL precinct,none,,
OKLAHOMA,2018,full,1,MEDSL precinct,none,,
OKLAHOMA,2020,full,1,MEDSL precinct,none,,
OKLAHOMA,2022,full,1,MEDSL precinct,none,,
OKLAHOMA,2024,partial,0.636,MEDSL precinct,none,,
OREGON,1990,none,0,,none,,
OREGON,1992,none,0,,good,America Votes,
OREGON,1994,none,0,,good,America Votes,
OREGON,1996,none,0,,good,America Votes,
OREGON,1998,none,0,,good,America Votes,
OREGON,2000,partial,0.528,or,good,America Votes,
OREGON,2002,partial,0.611,or,good,America Votes,
OREGON,2004,partial,0.75,or,good,America Votes,
OREGON,2006,full,1,or,good,America Votes,
OREGON,2008,full,1,or,good,America Votes,
OREGON,2010,full,1,or,good,America Votes,
OREGON,2012,partial,0.944,or,unreliable,"America Votes (unreliable, excluded)",
OREGON,2014,full,1,or,unreliable,"America Votes (unreliable, excluded)",
OREGON,2016,full,1,MEDSL precinct,none,,
OREGON,2018,full,1,MEDSL precinct,none,,
OREGON,2020,full,1,MEDSL precinct,none,,
OREGON,2022,full,1,MEDSL precinct,none,,
OREGON,2024,full,1,MEDSL precinct; medsl_cand_2024,none,,
PENNSYLVANIA,1990,none,0,,none,,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,1992,none,0,,good,America Votes,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,1994,none,0,,good,America Votes,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,1996,none,0,,good,America Votes,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,1998,none,0,,good,America Votes,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2000,full,1,pa,good,America Votes,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2002,full,1,pa,good,America Votes,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2004,full,1,pa,good,America Votes,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2006,full,1,pa,good,America Votes,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2008,full,1,pa,good,America Votes,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2010,full,1,pa,good,America Votes,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2012,full,1,pa,unreliable,"America Votes (unreliable, excluded)","DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2014,full,1,pa,unreliable,"America Votes (unreliable, excluded)","DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2016,full,1,MEDSL precinct,none,,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2018,full,1,MEDSL precinct,none,,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2020,full,1,MEDSL precinct,none,,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2022,full,1,MEDSL precinct,none,,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
PENNSYLVANIA,2024,full,1,MEDSL precinct,none,,"DONE 2000-2014 via OpenElections (github.com/openelections/openelections-data-pa) -- see 01k_house_county_pennsylvania.R. 2000-2010+2014 use OE's own cleaned county-level file; 2012 has no cleaned file yet so parsed directly from PA's raw SURE-system precinct export using its documented 33-column layout (office code 'USC', county FIPS given directly in column 28). 1992-1998 remains an open gap -- OE's PA repo doesn't reach back that far."
RHODE ISLAND,1990,full,1,ri_1990,none,,
RHODE ISLAND,1992,full,1,ri_1992,good,America Votes,
RHODE ISLAND,1994,full,1,ri_1994,good,America Votes,
RHODE ISLAND,1996,full,1,ri_1996,good,America Votes,
RHODE ISLAND,1998,full,1,ri_1998,good,America Votes,
RHODE ISLAND,2000,full,1,ri_2000,good,America Votes,
RHODE ISLAND,2002,full,1,ri_2002,good,America Votes,
RHODE ISLAND,2004,full,1,ri_2004,good,America Votes,
RHODE ISLAND,2006,full,1,ri_2006,good,America Votes,
RHODE ISLAND,2008,full,1,ri,good,America Votes,
RHODE ISLAND,2010,full,1,ri_2010,good,America Votes,
RHODE ISLAND,2012,full,1,ri,unreliable,"America Votes (unreliable, excluded)",
RHODE ISLAND,2014,full,1,ri,unreliable,"America Votes (unreliable, excluded)",
RHODE ISLAND,2016,full,1,MEDSL precinct,none,,
RHODE ISLAND,2018,full,1,MEDSL precinct,none,,
RHODE ISLAND,2020,full,1,MEDSL precinct,none,,
RHODE ISLAND,2022,full,1,MEDSL precinct,none,,
RHODE ISLAND,2024,full,1,MEDSL precinct,none,,
SOUTH CAROLINA,1990,full,1,sc_1990,none,,
SOUTH CAROLINA,1992,full,1,sc_1992,good,America Votes,
SOUTH CAROLINA,1994,full,1,sc_1994,good,America Votes,
SOUTH CAROLINA,1996,full,1,sc_1996,good,America Votes,
SOUTH CAROLINA,1998,full,1,sc_1998,good,America Votes,
SOUTH CAROLINA,2000,full,1,sc_2000,good,America Votes,
SOUTH CAROLINA,2002,full,1,sc_2002,good,America Votes,
SOUTH CAROLINA,2004,full,1,sc_2004,good,America Votes,
SOUTH CAROLINA,2006,full,1,sc_2006,good,America Votes,
SOUTH CAROLINA,2008,full,1,sc; sc_2008,good,America Votes,
SOUTH CAROLINA,2010,none,0,,good,America Votes,
SOUTH CAROLINA,2012,full,1,sc,unreliable,"America Votes (unreliable, excluded)",
SOUTH CAROLINA,2014,full,1,sc,unreliable,"America Votes (unreliable, excluded)",
SOUTH CAROLINA,2016,full,1,MEDSL precinct,none,,
SOUTH CAROLINA,2018,full,1,MEDSL precinct,none,,
SOUTH CAROLINA,2020,full,1,MEDSL precinct,none,,
SOUTH CAROLINA,2022,full,1,MEDSL precinct,none,,
SOUTH CAROLINA,2024,full,1,MEDSL precinct,none,,
SOUTH DAKOTA,1990,full,0.985,sd_sos,good,America Votes,
SOUTH DAKOTA,1992,none,0,,good,America Votes,
SOUTH DAKOTA,1994,full,0.985,sd_sos,good,America Votes,
SOUTH DAKOTA,1996,full,0.985,sd_sos,good,America Votes,
SOUTH DAKOTA,1998,full,0.985,sd_sos,good,America Votes,
SOUTH DAKOTA,2000,full,0.985,sd_sos,good,America Votes,
SOUTH DAKOTA,2002,full,0.985,sd_sos,good,America Votes,
SOUTH DAKOTA,2004,full,0.985,sd_sos,good,America Votes,
SOUTH DAKOTA,2006,full,0.985,sd_sos,good,America Votes,
SOUTH DAKOTA,2008,full,0.985,sd_sos,good,America Votes,
SOUTH DAKOTA,2010,full,0.985,sd_sos,good,America Votes,
SOUTH DAKOTA,2012,full,0.985,sd_sos,none,,
SOUTH DAKOTA,2014,full,0.985,sd,none,,
SOUTH DAKOTA,2016,full,0.985,MEDSL precinct,none,,
SOUTH DAKOTA,2018,full,0.985,MEDSL precinct,none,,
SOUTH DAKOTA,2020,full,0.985,MEDSL precinct,none,,
SOUTH DAKOTA,2022,full,0.985,MEDSL precinct,none,,
SOUTH DAKOTA,2024,full,0.985,MEDSL precinct,none,,
TENNESSEE,1990,none,0,,none,,
TENNESSEE,1992,none,0,,good,America Votes,
TENNESSEE,1994,none,0,,good,America Votes,
TENNESSEE,1996,none,0,,good,America Votes,
TENNESSEE,1998,none,0,,good,America Votes,
TENNESSEE,2000,full,1,tn,good,America Votes,
TENNESSEE,2002,full,1,tn,good,America Votes,
TENNESSEE,2004,full,1,tn,good,America Votes,
TENNESSEE,2006,full,1,tn,good,America Votes,
TENNESSEE,2008,full,1,tn,good,America Votes,
TENNESSEE,2010,full,1,tn,good,America Votes,
TENNESSEE,2012,full,1,tn,unreliable,"America Votes (unreliable, excluded)",
TENNESSEE,2014,full,1,tn,unreliable,"America Votes (unreliable, excluded)",
TENNESSEE,2016,full,1,MEDSL precinct,none,,
TENNESSEE,2018,full,1,MEDSL precinct,none,,
TENNESSEE,2020,full,1,MEDSL precinct,none,,
TENNESSEE,2022,full,1,MEDSL precinct,none,,
TENNESSEE,2024,full,1,MEDSL precinct,none,,
TEXAS,1990,none,0,,none,,
TEXAS,1992,full,1,tx_sos_1992,good,America Votes,
TEXAS,1994,full,1,tx_sos_1994,good,America Votes,
TEXAS,1996,full,1,tx_sos_1996,good,America Votes,
TEXAS,1998,full,1,tx_sos_1998,good,America Votes,
TEXAS,2000,full,1,tx; tx_sos_2000,good,America Votes,
TEXAS,2002,full,1,tx; tx_sos_2002,good,America Votes,
TEXAS,2004,full,1,tx; tx_sos_2004,good,America Votes,
TEXAS,2006,full,1,tx; tx_sos_2006,good,America Votes,
TEXAS,2008,full,1,tx; tx_sos_2008,good,America Votes,
TEXAS,2010,full,1,tx; tx_sos_2010,good,America Votes,
TEXAS,2012,full,1,tx; tx_sos_2012,unreliable,"America Votes (unreliable, excluded)",
TEXAS,2014,full,0.996,tx; tx_sos_2014,unreliable,"America Votes (unreliable, excluded)",
TEXAS,2016,full,1,MEDSL precinct; tx; tx_sos_2016,none,,
TEXAS,2018,full,1,MEDSL precinct; tx_sos_2018,none,,
TEXAS,2020,full,1,MEDSL precinct,none,,
TEXAS,2022,full,1,MEDSL precinct,none,,
TEXAS,2024,full,1,MEDSL precinct,none,,
UTAH,1990,full,1,ut_1990,none,,
UTAH,1992,full,1,ut_1992,good,America Votes,
UTAH,1994,full,1,ut_1994,good,America Votes,
UTAH,1996,full,1,ut_1996,good,America Votes,
UTAH,1998,full,1,ut_1998,good,America Votes,
UTAH,2000,full,1,ut_2000,good,America Votes,
UTAH,2002,full,1,ut_2002,good,America Votes,
UTAH,2004,full,1,ut_2004,good,America Votes,
UTAH,2006,full,1,ut_2006,good,America Votes,
UTAH,2008,full,1,ut_xls,good,America Votes,
UTAH,2010,full,1,ut_xls,good,America Votes,
UTAH,2012,full,1,ut_2012,unreliable,"America Votes (unreliable, excluded)",
UTAH,2014,full,1,ut_2014,unreliable,"America Votes (unreliable, excluded)",
UTAH,2016,full,1,MEDSL precinct,none,,
UTAH,2018,full,1,MEDSL precinct,none,,
UTAH,2020,full,1,MEDSL precinct,none,,
UTAH,2022,full,1,MEDSL precinct,none,,
UTAH,2024,full,1,MEDSL precinct,none,,
VERMONT,1990,full,1,vt_1990,good,America Votes,
VERMONT,1992,full,1,vt_1992,good,America Votes,
VERMONT,1994,full,1,vt_1994,good,America Votes,
VERMONT,1996,full,1,vt_1996,good,America Votes,
VERMONT,1998,full,1,vt_1998,good,America Votes,
VERMONT,2000,full,1,vt_2000,good,America Votes,
VERMONT,2002,full,1,vt_2002,good,America Votes,
VERMONT,2004,full,1,vt_2004,good,America Votes,
VERMONT,2006,full,1,vt_2006,good,America Votes,
VERMONT,2008,full,1,vt_2008,good,America Votes,
VERMONT,2010,full,1,vt_2010,good,America Votes,
VERMONT,2012,full,1,vt,none,,
VERMONT,2014,full,1,vt,none,,
VERMONT,2016,full,1,MEDSL precinct,none,,
VERMONT,2018,full,1,MEDSL precinct,none,,
VERMONT,2020,full,1,MEDSL precinct,none,,
VERMONT,2022,full,1,MEDSL precinct,none,,
VERMONT,2024,full,1,MEDSL precinct,none,,
VIRGINIA,1990,full,1,va_1990,none,,
VIRGINIA,1992,full,1,va_1992,good,America Votes,
VIRGINIA,1994,full,1,va_1994,good,America Votes,
VIRGINIA,1996,full,1,va_1996,good,America Votes,
VIRGINIA,1998,full,1,va_1998,good,America Votes,
VIRGINIA,2000,full,1,va_2000,good,America Votes,
VIRGINIA,2002,full,1,va_2002,good,America Votes,
VIRGINIA,2004,full,1,va_2004,good,America Votes,
VIRGINIA,2006,full,1,VA SBE direct; va_2006,good,America Votes,
VIRGINIA,2008,full,1,VA SBE direct; va_2008,good,America Votes,
VIRGINIA,2010,full,1,VA SBE direct; va_2010,good,America Votes,
VIRGINIA,2012,full,1,VA SBE direct; va_2012,unreliable,"America Votes (unreliable, excluded)",
VIRGINIA,2014,full,1,VA SBE direct; va_2014,unreliable,"America Votes (unreliable, excluded)",
VIRGINIA,2016,full,1,MEDSL precinct; VA SBE direct; va_2016,none,,
VIRGINIA,2018,full,0.993,MEDSL precinct; va_2018,none,,
VIRGINIA,2020,full,0.993,MEDSL precinct; va_2020,none,,
VIRGINIA,2022,full,0.993,MEDSL precinct; va_2022,none,,
VIRGINIA,2024,full,0.993,MEDSL precinct; va_2024,none,,
WASHINGTON,1990,none,0,,none,,"2000-2006, 2012, 2014 via OpenElections; 2008 (was a gap) and 2010 (was 37 of 39 counties, with errors in King/Pierce/Skamania/Snohomish) from the Secretary of State's 2008 and 2010 General Election data downloads (39 counties each; 2008 county sums equal the printed district totals, 2010 district totals equal the FEC results in all 9 districts) -- see 01eu_house_county_washington_sos.R / 01ew_washington_2010_sos_precinct.R / 01ev_washington_sos_apply.R. 1990-1998 remain gaps: the SOS Election Results Archive workbook (Washington State Elections Results Archive.xlsx) has only statewide and district totals, and the SOS says pre-2007 county-level results must come from the county elections offices."
WASHINGTON,1992,none,0,,good,America Votes,"2000-2006, 2012, 2014 via OpenElections; 2008 (was a gap) and 2010 (was 37 of 39 counties, with errors in King/Pierce/Skamania/Snohomish) from the Secretary of State's 2008 and 2010 General Election data downloads (39 counties each; 2008 county sums equal the printed district totals, 2010 district totals equal the FEC results in all 9 districts) -- see 01eu_house_county_washington_sos.R / 01ew_washington_2010_sos_precinct.R / 01ev_washington_sos_apply.R. 1990-1998 remain gaps: the SOS Election Results Archive workbook (Washington State Elections Results Archive.xlsx) has only statewide and district totals, and the SOS says pre-2007 county-level results must come from the county elections offices."
